time,o,h,l,c,volume,complete
2023-10-16 01:00:00,1.05184,1.05256,1.05184,1.0522,2819,True
2023-10-16 02:00:00,1.05222,1.05259,1.052,1.05217,1653,True
2023-10-16 03:00:00,1.05219,1.05242,1.052,1.05235,1691,True
2023-10-16 04:00:00,1.05236,1.0527,1.05224,1.0526,1462,True
2023-10-16 05:00:00,1.05262,1.05305,1.0523,1.05296,2205,True
2023-10-16 06:00:00,1.05295,1.05384,1.05267,1.05349,4551,True
2023-10-16 07:00:00,1.05347,1.0536,1.05236,1.05343,6319,True
2023-10-16 08:00:00,1.05342,1.05431,1.05235,1.05409,4822,True
2023-10-16 09:00:00,1.05406,1.05424,1.05318,1.0532,3454,True
2023-10-16 10:00:00,1.0532,1.05348,1.05278,1.05324,3017,True
2023-10-16 11:00:00,1.05322,1.0539,1.05262,1.05367,3132,True
2023-10-16 12:00:00,1.05368,1.05461,1.05295,1.05418,6591,True
2023-10-16 13:00:00,1.05417,1.0544,1.05281,1.053,5931,True
2023-10-16 14:00:00,1.05301,1.05554,1.05256,1.05496,5929,True
2023-10-16 15:00:00,1.05499,1.05528,1.05394,1.05448,3745,True
2023-10-16 16:00:00,1.0545,1.05494,1.05404,1.05475,2856,True
2023-10-16 17:00:00,1.05474,1.05562,1.05436,1.0555,2096,True
2023-10-16 18:00:00,1.05552,1.05568,1.05518,1.05542,2135,True
2023-10-16 19:00:00,1.05543,1.05628,1.05526,1.05628,2041,True
2023-10-16 20:00:00,1.05622,1.05622,1.05584,1.05593,1193,True
2023-10-16 21:00:00,1.05606,1.05614,1.05576,1.05598,866,True
2023-10-16 22:00:00,1.05596,1.05621,1.05558,1.05562,606,True
2023-10-16 23:00:00,1.05559,1.05574,1.0553,1.05545,950,True
2023-10-17 00:00:00,1.05544,1.05606,1.05544,1.05556,2532,True
2023-10-17 01:00:00,1.05557,1.0556,1.05494,1.05524,2624,True
2023-10-17 02:00:00,1.05526,1.0553,1.05462,1.05502,2252,True
2023-10-17 03:00:00,1.055,1.05544,1.05481,1.055,1990,True
2023-10-17 04:00:00,1.05499,1.05502,1.05454,1.05474,1730,True
2023-10-17 05:00:00,1.05473,1.05506,1.05437,1.05442,2260,True
2023-10-17 06:00:00,1.05447,1.05451,1.0534,1.05372,3800,True
2023-10-17 07:00:00,1.05368,1.05548,1.05342,1.05486,4357,True
2023-10-17 08:00:00,1.05488,1.05488,1.05329,1.0536,3659,True
2023-10-17 09:00:00,1.05368,1.05545,1.05361,1.0554,3516,True
2023-10-17 10:00:00,1.05545,1.05627,1.05462,1.05534,4493,True
2023-10-17 11:00:00,1.05533,1.05793,1.05532,1.05752,3789,True
2023-10-17 12:00:00,1.05752,1.05779,1.05384,1.05471,8922,True
2023-10-17 13:00:00,1.05471,1.05616,1.05397,1.0549,9014,True
2023-10-17 14:00:00,1.05488,1.05872,1.05482,1.05752,8697,True
2023-10-17 15:00:00,1.05755,1.05929,1.05755,1.05924,5505,True
2023-10-17 16:00:00,1.05924,1.0595,1.05786,1.05796,3730,True
2023-10-17 17:00:00,1.05794,1.05812,1.05645,1.05672,2848,True
2023-10-17 18:00:00,1.05672,1.05747,1.05641,1.05691,2778,True
2023-10-17 19:00:00,1.05692,1.05812,1.05692,1.0577,2795,True
2023-10-17 20:00:00,1.05768,1.0578,1.05736,1.05762,1506,True
2023-10-17 21:00:00,1.05788,1.05788,1.0575,1.05762,527,True
2023-10-17 22:00:00,1.05757,1.05774,1.05748,1.05758,474,True
2023-10-17 23:00:00,1.05758,1.05762,1.05719,1.05728,1422,True
2023-10-18 00:00:00,1.05729,1.05745,1.05604,1.05644,2082,True
2023-10-18 01:00:00,1.05643,1.05702,1.05613,1.05695,2987,True
2023-10-18 02:00:00,1.057,1.05792,1.05698,1.05755,3001,True
2023-10-18 03:00:00,1.05754,1.05782,1.05723,1.05756,1962,True
2023-10-18 04:00:00,1.05756,1.05787,1.05732,1.05756,1568,True
2023-10-18 05:00:00,1.05753,1.05849,1.05746,1.05825,2117,True
2023-10-18 06:00:00,1.05824,1.05945,1.0577,1.0579,4282,True
2023-10-18 07:00:00,1.0579,1.05834,1.05704,1.05789,5369,True
2023-10-18 08:00:00,1.05788,1.05851,1.05734,1.05834,4260,True
2023-10-18 09:00:00,1.05831,1.05868,1.05658,1.05692,4499,True
2023-10-18 10:00:00,1.05692,1.05698,1.05541,1.0556,4347,True
2023-10-18 11:00:00,1.05559,1.05683,1.05522,1.05607,4010,True
2023-10-18 12:00:00,1.05606,1.05745,1.05492,1.0557,6184,True
2023-10-18 13:00:00,1.05571,1.05642,1.05486,1.05508,7739,True
2023-10-18 14:00:00,1.05508,1.05604,1.05323,1.05375,8890,True
2023-10-18 15:00:00,1.05374,1.05429,1.05259,1.05313,5617,True
2023-10-18 16:00:00,1.05316,1.0538,1.05232,1.0537,4868,True
2023-10-18 17:00:00,1.05371,1.05539,1.05346,1.05502,5571,True
2023-10-18 18:00:00,1.05503,1.05512,1.0535,1.0536,3116,True
2023-10-18 19:00:00,1.05363,1.0538,1.05316,1.05355,2863,True
2023-10-18 20:00:00,1.05354,1.05378,1.05342,1.0536,1768,True
2023-10-18 21:00:00,1.05341,1.05388,1.05341,1.05366,310,True
2023-10-18 22:00:00,1.05366,1.05398,1.05366,1.05372,629,True
2023-10-18 23:00:00,1.05377,1.05398,1.05364,1.0538,949,True
2023-10-19 00:00:00,1.05381,1.054,1.05328,1.0539,2969,True
2023-10-19 01:00:00,1.05392,1.05421,1.05326,1.05366,3343,True
2023-10-19 02:00:00,1.05365,1.05396,1.05342,1.0535,2371,True
2023-10-19 03:00:00,1.05352,1.05372,1.05324,1.0534,2067,True
2023-10-19 04:00:00,1.05336,1.05352,1.05306,1.05336,1538,True
2023-10-19 05:00:00,1.05335,1.0535,1.05303,1.05333,2272,True
2023-10-19 06:00:00,1.05329,1.05423,1.05282,1.05402,3975,True
2023-10-19 07:00:00,1.05402,1.05482,1.05358,1.05377,5738,True
2023-10-19 08:00:00,1.05376,1.05436,1.05295,1.05359,4889,True
2023-10-19 09:00:00,1.05361,1.05455,1.05352,1.05446,4011,True
2023-10-19 10:00:00,1.05444,1.05526,1.05428,1.05513,3400,True
2023-10-19 11:00:00,1.05516,1.05639,1.05516,1.05579,3690,True
2023-10-19 12:00:00,1.05578,1.05797,1.0556,1.05763,7481,True
2023-10-19 13:00:00,1.05767,1.05817,1.05658,1.05754,7401,True
2023-10-19 14:00:00,1.05753,1.05793,1.05655,1.0569,7257,True
2023-10-19 15:00:00,1.05692,1.05787,1.05669,1.05698,5844,True
2023-10-19 16:00:00,1.05699,1.06168,1.05564,1.05966,19135,True
2023-10-19 17:00:00,1.05964,1.06066,1.05839,1.05986,10749,True
2023-10-19 18:00:00,1.05985,1.06048,1.05783,1.0581,6670,True
2023-10-19 19:00:00,1.0581,1.05904,1.0581,1.05882,4651,True
2023-10-19 20:00:00,1.05876,1.0588,1.05804,1.05814,1813,True
2023-10-19 21:00:00,1.05838,1.05838,1.05808,1.0583,322,True
2023-10-19 22:00:00,1.05827,1.05836,1.05794,1.0581,781,True
2023-10-19 23:00:00,1.0581,1.05868,1.05783,1.05866,1681,True
2023-10-20 00:00:00,1.05863,1.05868,1.05738,1.0576,2818,True
2023-10-20 01:00:00,1.0576,1.05762,1.05684,1.05726,3193,True
2023-10-20 02:00:00,1.05725,1.058,1.05709,1.05782,2474,True
2023-10-20 03:00:00,1.0578,1.058,1.05748,1.05762,1665,True
2023-10-20 04:00:00,1.05763,1.05774,1.05735,1.05754,1547,True
2023-10-20 05:00:00,1.0575,1.05789,1.05716,1.05737,2163,True
2023-10-20 06:00:00,1.0574,1.05763,1.0565,1.05742,4198,True
2023-10-20 07:00:00,1.05744,1.05768,1.05684,1.05706,5335,True
2023-10-20 08:00:00,1.0571,1.05953,1.05686,1.05877,5234,True
2023-10-20 09:00:00,1.05875,1.05936,1.058,1.059,3753,True
2023-10-20 10:00:00,1.05898,1.0593,1.05838,1.05854,3364,True
2023-10-20 11:00:00,1.05852,1.0599,1.0585,1.0591,3507,True
2023-10-20 12:00:00,1.05906,1.05924,1.05652,1.05838,6914,True
2023-10-20 13:00:00,1.05838,1.0595,1.0579,1.05791,8132,True
2023-10-20 14:00:00,1.05787,1.06009,1.05722,1.05878,8125,True
2023-10-20 15:00:00,1.05879,1.05966,1.0587,1.05912,4493,True
2023-10-20 16:00:00,1.05911,1.05914,1.05812,1.05896,3760,True
2023-10-20 17:00:00,1.05898,1.06038,1.05879,1.05956,4098,True
2023-10-20 18:00:00,1.05957,1.05966,1.05864,1.05926,3030,True
2023-10-20 19:00:00,1.05924,1.05948,1.05882,1.05923,2270,True
2023-10-20 20:00:00,1.05919,1.05968,1.05916,1.05948,1466,True
2023-10-22 21:00:00,1.05968,1.05975,1.05948,1.05964,292,True
2023-10-22 22:00:00,1.05964,1.05972,1.05888,1.05916,1220,True
2023-10-22 23:00:00,1.05916,1.05937,1.05886,1.05896,1314,True
2023-10-23 00:00:00,1.05896,1.05905,1.0584,1.05872,2414,True
2023-10-23 01:00:00,1.05872,1.05872,1.05818,1.05835,2534,True
2023-10-23 02:00:00,1.05834,1.05836,1.05734,1.05737,2037,True
2023-10-23 03:00:00,1.05738,1.05784,1.05738,1.05752,1080,True
2023-10-23 04:00:00,1.0575,1.05774,1.0574,1.05764,1306,True
2023-10-23 05:00:00,1.0576,1.05795,1.05752,1.05776,1568,True
2023-10-23 06:00:00,1.05775,1.05864,1.05715,1.05826,2908,True
2023-10-23 07:00:00,1.05826,1.05978,1.05766,1.05976,4848,True
2023-10-23 08:00:00,1.05978,1.06105,1.0595,1.06028,4748,True
2023-10-23 09:00:00,1.06028,1.06152,1.05908,1.05933,4250,True
2023-10-23 10:00:00,1.05932,1.06045,1.05906,1.06044,3320,True
2023-10-23 11:00:00,1.06045,1.06099,1.06008,1.06018,3770,True
2023-10-23 12:00:00,1.06018,1.06184,1.05951,1.06099,5521,True
2023-10-23 13:00:00,1.061,1.06134,1.05912,1.06052,7142,True
2023-10-23 14:00:00,1.06054,1.0632,1.06048,1.06288,8485,True
2023-10-23 15:00:00,1.06287,1.06468,1.06282,1.06454,5101,True
2023-10-23 16:00:00,1.06455,1.06648,1.0641,1.06647,4137,True
2023-10-23 17:00:00,1.06648,1.06729,1.06597,1.06683,4087,True
2023-10-23 18:00:00,1.06682,1.0678,1.06656,1.06744,3504,True
2023-10-23 19:00:00,1.06742,1.06749,1.06603,1.06655,3392,True
2023-10-23 20:00:00,1.06656,1.06695,1.06634,1.06686,1154,True
2023-10-23 21:00:00,1.06703,1.06708,1.06646,1.06683,487,True
2023-10-23 22:00:00,1.06684,1.0672,1.06679,1.06679,642,True
2023-10-23 23:00:00,1.0668,1.06704,1.06671,1.06699,1011,True
2023-10-24 00:00:00,1.06701,1.06736,1.06668,1.06724,2037,True
2023-10-24 01:00:00,1.06725,1.0675,1.06679,1.06706,3066,True
2023-10-24 02:00:00,1.06706,1.06873,1.0669,1.06817,2959,True
2023-10-24 03:00:00,1.06815,1.06862,1.0681,1.06828,1592,True
2023-10-24 04:00:00,1.06826,1.06836,1.0679,1.06792,1299,True
2023-10-24 05:00:00,1.0679,1.0683,1.06772,1.06811,1475,True
2023-10-24 06:00:00,1.0681,1.06868,1.0677,1.06854,3584,True
2023-10-24 07:00:00,1.06852,1.06946,1.0657,1.06631,6963,True
2023-10-24 08:00:00,1.06632,1.06632,1.06442,1.06504,5806,True
2023-10-24 09:00:00,1.06495,1.06514,1.0636,1.0637,3360,True
2023-10-24 10:00:00,1.06369,1.06397,1.06216,1.06254,3666,True
2023-10-24 11:00:00,1.06254,1.06417,1.0622,1.06354,3811,True
2023-10-24 12:00:00,1.06352,1.06368,1.06122,1.06158,6335,True
2023-10-24 13:00:00,1.06156,1.06246,1.05965,1.06116,8619,True
2023-10-24 14:00:00,1.06114,1.06163,1.05905,1.05998,8069,True
2023-10-24 15:00:00,1.05996,1.06,1.0583,1.05939,5068,True
2023-10-24 16:00:00,1.0594,1.06024,1.05835,1.05869,3994,True
2023-10-24 17:00:00,1.05866,1.05943,1.05866,1.05889,3608,True
2023-10-24 18:00:00,1.05888,1.05912,1.05847,1.05884,2715,True
2023-10-24 19:00:00,1.05882,1.05939,1.0587,1.05918,2804,True
2023-10-24 20:00:00,1.05919,1.05944,1.05888,1.0591,1763,True
2023-10-24 21:00:00,1.0588,1.0595,1.0588,1.05928,693,True
2023-10-24 22:00:00,1.05924,1.05939,1.05899,1.05936,610,True
2023-10-24 23:00:00,1.05936,1.05952,1.0592,1.05952,795,True
2023-10-25 00:00:00,1.05953,1.0599,1.05896,1.05927,2493,True
2023-10-25 01:00:00,1.05928,1.05979,1.05919,1.05946,3099,True
2023-10-25 02:00:00,1.05945,1.06045,1.05945,1.06038,1581,True
2023-10-25 03:00:00,1.06038,1.06052,1.06016,1.06021,1585,True
2023-10-25 04:00:00,1.06023,1.06065,1.0601,1.06062,1009,True
2023-10-25 05:00:00,1.06062,1.06068,1.05976,1.06011,1794,True
2023-10-25 06:00:00,1.0601,1.06042,1.05925,1.05926,2754,True
2023-10-25 07:00:00,1.05924,1.05928,1.05783,1.05872,4003,True
2023-10-25 08:00:00,1.05874,1.0597,1.05834,1.05851,3970,True
2023-10-25 09:00:00,1.05849,1.0585,1.05667,1.05689,3570,True
2023-10-25 10:00:00,1.05691,1.05774,1.05658,1.05743,3240,True
2023-10-25 11:00:00,1.05744,1.0579,1.05696,1.05728,2848,True
2023-10-25 12:00:00,1.05729,1.05797,1.05694,1.0575,4950,True
2023-10-25 13:00:00,1.0575,1.05829,1.05669,1.0581,6149,True
2023-10-25 14:00:00,1.0581,1.05916,1.05681,1.05851,9403,True
2023-10-25 15:00:00,1.05852,1.05956,1.0583,1.05832,7544,True
2023-10-25 16:00:00,1.0583,1.05862,1.05708,1.05746,4057,True
2023-10-25 17:00:00,1.05748,1.05768,1.0566,1.05712,5803,True
2023-10-25 18:00:00,1.05713,1.05736,1.05658,1.05667,3624,True
2023-10-25 19:00:00,1.05666,1.05702,1.05658,1.05678,2804,True
2023-10-25 20:00:00,1.05679,1.057,1.05658,1.05661,1937,True
2023-10-25 21:00:00,1.05682,1.05735,1.05659,1.05678,563,True
2023-10-25 22:00:00,1.05682,1.05683,1.05644,1.05654,1088,True
2023-10-25 23:00:00,1.05655,1.05671,1.05602,1.05664,1241,True
2023-10-26 00:00:00,1.05661,1.05693,1.05576,1.05596,2410,True
2023-10-26 01:00:00,1.05595,1.05614,1.05542,1.0555,2782,True
2023-10-26 02:00:00,1.05551,1.05563,1.05435,1.05452,2434,True
2023-10-26 03:00:00,1.05452,1.0548,1.05414,1.0547,2058,True
2023-10-26 04:00:00,1.05472,1.05482,1.05424,1.05457,1399,True
2023-10-26 05:00:00,1.05456,1.05493,1.05414,1.05426,2469,True
2023-10-26 06:00:00,1.05425,1.05456,1.05329,1.05387,4508,True
2023-10-26 07:00:00,1.05388,1.05496,1.05382,1.05483,4490,True
2023-10-26 08:00:00,1.05483,1.05526,1.05444,1.05454,3727,True
2023-10-26 09:00:00,1.05452,1.05521,1.05402,1.05458,2792,True
2023-10-26 10:00:00,1.05456,1.05494,1.05352,1.05372,2820,True
2023-10-26 11:00:00,1.05374,1.05392,1.05312,1.05364,2882,True
2023-10-26 12:00:00,1.05363,1.05593,1.05218,1.05592,12002,True
2023-10-26 13:00:00,1.05599,1.05605,1.05416,1.05472,9815,True
2023-10-26 14:00:00,1.05468,1.05485,1.05312,1.05428,8517,True
2023-10-26 15:00:00,1.0543,1.05451,1.05252,1.05318,5866,True
2023-10-26 16:00:00,1.05315,1.0537,1.05249,1.05286,5037,True
2023-10-26 17:00:00,1.05284,1.05525,1.05282,1.05508,5180,True
2023-10-26 18:00:00,1.05509,1.05648,1.05491,1.0561,3473,True
2023-10-26 19:00:00,1.05608,1.05633,1.05484,1.05566,3182,True
2023-10-26 20:00:00,1.05567,1.05644,1.05552,1.05639,1803,True
2023-10-26 21:00:00,1.05622,1.05642,1.05592,1.05616,421,True
2023-10-26 22:00:00,1.05614,1.05655,1.05614,1.05645,719,True
2023-10-26 23:00:00,1.05647,1.05658,1.05627,1.0564,2554,True
2023-10-27 00:00:00,1.05638,1.05646,1.05558,1.05579,2548,True
2023-10-27 01:00:00,1.0558,1.05624,1.05526,1.05588,2651,True
2023-10-27 02:00:00,1.0559,1.05668,1.0559,1.05646,1716,True
2023-10-27 03:00:00,1.05648,1.05655,1.0561,1.05644,1303,True
2023-10-27 04:00:00,1.05646,1.05679,1.05634,1.05673,1154,True
2023-10-27 05:00:00,1.05672,1.05701,1.05654,1.05694,1616,True
2023-10-27 06:00:00,1.05692,1.05699,1.05547,1.05562,3721,True
2023-10-27 07:00:00,1.05559,1.05632,1.05522,1.05586,3703,True
2023-10-27 08:00:00,1.05584,1.05625,1.0554,1.05618,3561,True
2023-10-27 09:00:00,1.05618,1.05657,1.05602,1.05644,2911,True
2023-10-27 10:00:00,1.05646,1.05672,1.05558,1.05558,2812,True
2023-10-27 11:00:00,1.05558,1.05564,1.05352,1.05373,3350,True
2023-10-27 12:00:00,1.05372,1.05696,1.05356,1.05559,6648,True
2023-10-27 13:00:00,1.05559,1.0592,1.05554,1.05801,9065,True
2023-10-27 14:00:00,1.05782,1.05949,1.05658,1.05784,8839,True
2023-10-27 15:00:00,1.05786,1.05971,1.05774,1.05912,5383,True
2023-10-27 16:00:00,1.05914,1.05966,1.05808,1.05831,3723,True
2023-10-27 17:00:00,1.0583,1.05832,1.05574,1.05672,4557,True
2023-10-27 18:00:00,1.05672,1.05736,1.05624,1.05678,4381,True
2023-10-27 19:00:00,1.05677,1.05708,1.05621,1.05706,3030,True
2023-10-27 20:00:00,1.05709,1.05709,1.0563,1.05652,1539,True
2023-10-29 21:00:00,1.05696,1.05767,1.05658,1.05667,366,True
2023-10-29 22:00:00,1.05668,1.05686,1.0559,1.05613,1241,True
2023-10-29 23:00:00,1.05612,1.0564,1.0559,1.0562,1568,True
2023-10-30 00:00:00,1.0562,1.05631,1.05553,1.05626,2359,True
2023-10-30 01:00:00,1.05627,1.0564,1.05595,1.05639,2548,True
2023-10-30 02:00:00,1.05637,1.0566,1.05618,1.05625,1809,True
2023-10-30 03:00:00,1.05624,1.05636,1.05588,1.05605,1339,True
2023-10-30 04:00:00,1.05606,1.05626,1.05584,1.05611,1073,True
2023-10-30 05:00:00,1.0561,1.05621,1.0559,1.05617,1445,True
2023-10-30 06:00:00,1.05616,1.05659,1.05566,1.05652,2125,True
2023-10-30 07:00:00,1.0565,1.05676,1.0553,1.05568,3534,True
2023-10-30 08:00:00,1.05555,1.05608,1.05472,1.056,4453,True
2023-10-30 09:00:00,1.05599,1.05862,1.05599,1.05826,4138,True
2023-10-30 10:00:00,1.05824,1.05882,1.0574,1.05749,3153,True
2023-10-30 11:00:00,1.0575,1.05965,1.05734,1.05855,3213,True
2023-10-30 12:00:00,1.05854,1.06086,1.0582,1.0607,4964,True
2023-10-30 13:00:00,1.06068,1.0615,1.05965,1.06096,6413,True
2023-10-30 14:00:00,1.06096,1.06183,1.05908,1.06054,9117,True
2023-10-30 15:00:00,1.06054,1.06253,1.0605,1.06193,5473,True
2023-10-30 16:00:00,1.06192,1.06209,1.06052,1.06072,3450,True
2023-10-30 17:00:00,1.06074,1.06146,1.06003,1.06115,2621,True
2023-10-30 18:00:00,1.06116,1.0619,1.06102,1.06179,2192,True
2023-10-30 19:00:00,1.06177,1.06217,1.0614,1.0617,2478,True
2023-10-30 20:00:00,1.0617,1.06175,1.06143,1.06151,1012,True
2023-10-30 21:00:00,1.06182,1.06182,1.06146,1.06156,381,True
2023-10-30 22:00:00,1.06158,1.06173,1.0612,1.06121,462,True
2023-10-30 23:00:00,1.06121,1.0615,1.06121,1.0614,723,True
2023-10-31 00:00:00,1.06139,1.06144,1.06095,1.06115,1981,True
2023-10-31 01:00:00,1.06116,1.06127,1.06033,1.06101,3138,True
2023-10-31 02:00:00,1.06102,1.06112,1.05988,1.0601,2224,True
2023-10-31 03:00:00,1.06012,1.06012,1.05906,1.05946,4473,True
2023-10-31 04:00:00,1.05946,1.05972,1.0591,1.05939,2092,True
2023-10-31 05:00:00,1.0594,1.05991,1.05927,1.05987,1893,True
2023-10-31 06:00:00,1.05988,1.06092,1.05944,1.0609,2609,True
2023-10-31 07:00:00,1.06088,1.0626,1.06038,1.06214,4092,True
2023-10-31 08:00:00,1.06213,1.06458,1.06154,1.06454,4859,True
2023-10-31 09:00:00,1.06452,1.0675,1.06356,1.06684,5728,True
2023-10-31 10:00:00,1.06686,1.06705,1.06522,1.06644,5033,True
2023-10-31 11:00:00,1.06643,1.0667,1.06555,1.06558,3167,True
2023-10-31 12:00:00,1.06556,1.0661,1.06213,1.06243,7513,True
2023-10-31 13:00:00,1.0624,1.06258,1.06014,1.06036,7884,True
2023-10-31 14:00:00,1.06034,1.06158,1.05948,1.06023,8805,True
2023-10-31 15:00:00,1.06024,1.06056,1.05662,1.05674,8114,True
2023-10-31 16:00:00,1.05671,1.05748,1.05574,1.05676,6003,True
2023-10-31 17:00:00,1.05675,1.05802,1.0566,1.05752,4425,True
2023-10-31 18:00:00,1.0575,1.0582,1.0571,1.05814,3255,True
2023-10-31 19:00:00,1.05814,1.05858,1.05802,1.05806,2605,True
2023-10-31 20:00:00,1.05808,1.05837,1.0573,1.05744,1640,True
2023-10-31 21:00:00,1.05743,1.05774,1.05729,1.05762,580,True
2023-10-31 22:00:00,1.05763,1.05797,1.0576,1.05795,863,True
2023-10-31 23:00:00,1.05797,1.05806,1.05772,1.0578,1311,True
2023-11-01 00:00:00,1.05777,1.05806,1.05687,1.05735,2114,True
2023-11-01 01:00:00,1.05732,1.05766,1.05674,1.05692,2582,True
2023-11-01 02:00:00,1.05692,1.05732,1.05666,1.05704,1904,True
2023-11-01 03:00:00,1.05705,1.05739,1.05688,1.05704,1828,True
2023-11-01 04:00:00,1.05706,1.05721,1.0566,1.05672,1713,True
2023-11-01 05:00:00,1.05672,1.05694,1.05653,1.0568,1623,True
2023-11-01 06:00:00,1.05681,1.05764,1.0568,1.05741,2068,True
2023-11-01 07:00:00,1.0574,1.05776,1.0559,1.05646,3401,True
2023-11-01 08:00:00,1.05646,1.05682,1.05571,1.05583,4138,True
2023-11-01 09:00:00,1.05583,1.05628,1.05454,1.05492,3294,True
2023-11-01 10:00:00,1.05493,1.05538,1.05457,1.05482,2688,True
2023-11-01 11:00:00,1.05482,1.05508,1.05409,1.0543,3101,True
2023-11-01 12:00:00,1.0543,1.05577,1.05369,1.05386,8793,True
2023-11-01 13:00:00,1.05385,1.05398,1.05214,1.05308,7801,True
2023-11-01 14:00:00,1.05338,1.0571,1.05338,1.05526,11758,True
2023-11-01 15:00:00,1.05528,1.05594,1.05359,1.05374,5536,True
2023-11-01 16:00:00,1.05374,1.05418,1.05323,1.05338,3440,True
2023-11-01 17:00:00,1.05339,1.05358,1.05276,1.05352,3546,True
2023-11-01 18:00:00,1.05352,1.05526,1.05166,1.05421,19273,True
2023-11-01 19:00:00,1.05422,1.05707,1.05414,1.05674,9521,True
2023-11-01 20:00:00,1.05673,1.05759,1.05673,1.0569,1759,True
2023-11-01 21:00:00,1.05704,1.05718,1.0567,1.05698,523,True
2023-11-01 22:00:00,1.05696,1.0579,1.05692,1.05784,838,True
2023-11-01 23:00:00,1.05787,1.05869,1.05775,1.05868,1696,True
2023-11-02 00:00:00,1.0587,1.06021,1.05838,1.0602,3357,True
2023-11-02 01:00:00,1.06019,1.06023,1.05966,1.05978,2939,True
2023-11-02 02:00:00,1.05976,1.05987,1.05933,1.05959,1998,True
2023-11-02 03:00:00,1.05957,1.06004,1.0594,1.05998,1321,True
2023-11-02 04:00:00,1.06,1.06,1.05951,1.05962,1436,True
2023-11-02 05:00:00,1.0596,1.06022,1.05953,1.05972,2216,True
2023-11-02 06:00:00,1.05971,1.0602,1.05937,1.06,2277,True
2023-11-02 07:00:00,1.06001,1.06102,1.05964,1.06036,4025,True
2023-11-02 08:00:00,1.06034,1.06088,1.05912,1.06004,5424,True
2023-11-02 09:00:00,1.06008,1.06249,1.0599,1.06238,4803,True
2023-11-02 10:00:00,1.0624,1.06374,1.0621,1.06346,4038,True
2023-11-02 11:00:00,1.06347,1.0639,1.06305,1.06338,3808,True
2023-11-02 12:00:00,1.0634,1.06678,1.06324,1.06644,9210,True
2023-11-02 13:00:00,1.0664,1.0667,1.06419,1.06476,7660,True
2023-11-02 14:00:00,1.06474,1.06478,1.06272,1.06397,7357,True
2023-11-02 15:00:00,1.06395,1.06433,1.06169,1.06174,6628,True
2023-11-02 16:00:00,1.06173,1.06231,1.06106,1.06155,5357,True
2023-11-02 17:00:00,1.06156,1.063,1.0614,1.06284,3268,True
2023-11-02 18:00:00,1.06284,1.06326,1.06235,1.0626,3171,True
2023-11-02 19:00:00,1.0626,1.06266,1.06166,1.06233,2868,True
2023-11-02 20:00:00,1.06231,1.06237,1.0617,1.06224,1360,True
2023-11-02 21:00:00,1.06197,1.06254,1.06188,1.0621,1723,True
2023-11-02 22:00:00,1.0621,1.06227,1.06172,1.06172,478,True
2023-11-02 23:00:00,1.06174,1.06189,1.06156,1.06157,1034,True
2023-11-03 00:00:00,1.0616,1.0622,1.06149,1.0618,1814,True
2023-11-03 01:00:00,1.06181,1.06227,1.06149,1.06222,2141,True
2023-11-03 02:00:00,1.06224,1.06286,1.06214,1.06263,1745,True
2023-11-03 03:00:00,1.06264,1.0629,1.06245,1.06254,1198,True
2023-11-03 04:00:00,1.06255,1.06288,1.06248,1.06264,1069,True
2023-11-03 05:00:00,1.06264,1.06316,1.0626,1.063,1443,True
2023-11-03 06:00:00,1.06299,1.0634,1.06279,1.06314,1575,True
2023-11-03 07:00:00,1.06309,1.06338,1.06252,1.06294,3143,True
2023-11-03 08:00:00,1.06295,1.06323,1.06197,1.06272,3834,True
2023-11-03 09:00:00,1.06271,1.06486,1.06243,1.06482,3764,True
2023-11-03 10:00:00,1.06482,1.06482,1.06421,1.06431,2637,True
2023-11-03 11:00:00,1.0643,1.06528,1.06409,1.06467,3016,True
2023-11-03 12:00:00,1.06468,1.07194,1.06455,1.07094,12095,True
2023-11-03 13:00:00,1.07095,1.07248,1.06961,1.07172,12529,True
2023-11-03 14:00:00,1.07223,1.07359,1.06936,1.07199,12965,True
2023-11-03 15:00:00,1.072,1.07355,1.07154,1.07324,7011,True
2023-11-03 16:00:00,1.07322,1.07394,1.07254,1.07394,5952,True
2023-11-03 17:00:00,1.07394,1.07469,1.07306,1.07366,4548,True
2023-11-03 18:00:00,1.07372,1.074,1.07326,1.07359,2894,True
2023-11-03 19:00:00,1.07354,1.07376,1.07224,1.07248,2393,True
2023-11-03 20:00:00,1.0725,1.07328,1.0725,1.07286,1224,True
2023-11-05 22:00:00,1.0725,1.07273,1.07238,1.07264,270,True
2023-11-05 23:00:00,1.07264,1.07336,1.07239,1.07315,1606,True
2023-11-06 00:00:00,1.07316,1.07322,1.07228,1.07244,2291,True
2023-11-06 01:00:00,1.07244,1.07296,1.07224,1.07284,2679,True
2023-11-06 02:00:00,1.07287,1.07336,1.07266,1.0733,1947,True
2023-11-06 03:00:00,1.07326,1.07346,1.07312,1.07344,1431,True
2023-11-06 04:00:00,1.07343,1.07378,1.0734,1.07358,1311,True
2023-11-06 05:00:00,1.07356,1.07389,1.0733,1.07356,1586,True
2023-11-06 06:00:00,1.07355,1.07402,1.07346,1.07364,1938,True
2023-11-06 07:00:00,1.0737,1.07438,1.0732,1.07332,3666,True
2023-11-06 08:00:00,1.07332,1.07564,1.07316,1.07503,5425,True
2023-11-06 09:00:00,1.07502,1.07563,1.07427,1.07472,3618,True
2023-11-06 10:00:00,1.07474,1.07558,1.07451,1.07486,3050,True
